Date,High,Low,Open,Close,Volume,Adj Close,returns
2021-01-04,133.61000061035156,126.76000213623047,133.52000427246094,129.41000366210938,143301900.0,127.87493896484375,-0.024719469343133182
2021-01-05,131.74000549316406,128.42999267578125,128.88999938964844,131.00999450683594,97664900.0,129.45596313476562,0.012363831277030224
2021-01-06,131.0500030517578,126.37999725341797,127.72000122070312,126.5999984741211,155088000.0,125.0982666015625,-0.03366161301250137
2021-01-07,131.6300048828125,127.86000061035156,128.36000061035156,130.9199981689453,109578200.0,129.36703491210938,0.03412332102204818
2021-01-08,132.6300048828125,130.22999572753906,132.42999267578125,132.0500030517578,105158200.0,130.48362731933594,0.008631197336981256
2021-01-11,130.1699981689453,128.5,129.19000244140625,128.97999572753906,100384500.0,127.45004272460938,-0.023248775781672504
2021-01-12,129.69000244140625,126.86000061035156,128.5,128.8000030517578,91951100.0,127.2721939086914,-0.0013954394374136037
2021-01-13,131.4499969482422,128.49000549316406,128.75999450683594,130.88999938964844,88636800.0,129.33740234375,0.016226705705570055
2021-01-14,131.0,128.75999450683594,130.8000030517578,128.91000366210938,90221800.0,127.3808822631836,-0.015127256656712551
2021-01-15,130.22000122070312,127.0,128.77999877929688,127.13999938964844,111598500.0,125.63186645507812,-0.01373059894884221
2021-01-19,128.7100067138672,126.94000244140625,127.77999877929688,127.83000183105469,90757300.0,126.31369018554688,0.0054271559414629245
2021-01-20,132.49000549316406,128.5500030517578,128.66000366210938,132.02999877929688,104319500.0,130.4638671875,0.03285611397986066
2021-01-21,139.6699981689453,133.58999633789062,133.8000030517578,136.8699951171875,120150900.0,135.24644470214844,0.036658253490025716
2021-01-22,139.85000610351562,135.02000427246094,136.27999877929688,139.07000732421875,114459400.0,137.4203643798828,0.016073765802287587
2021-01-25,145.08999633789062,136.5399932861328,143.07000732421875,142.9199981689453,157611700.0,141.22467041015625,0.027683713745343175
2021-01-26,144.3000030517578,141.3699951171875,143.60000610351562,143.16000366210938,98390600.0,141.4618377685547,0.0016793620952320065
2021-01-27,144.3000030517578,140.41000366210938,143.42999267578125,142.05999755859375,140843800.0,140.37489318847656,-0.007683659404004617
2021-01-28,141.99000549316406,136.6999969482422,139.52000427246094,137.08999633789062,142621100.0,135.46385192871094,-0.0349851825224311
2021-01-29,136.74000549316406,130.2100067138672,135.8300018310547,131.9600067138672,177523800.0,130.3946990966797,-0.03742070493240468
2021-02-01,135.3800048828125,130.92999267578125,133.75,134.13999938964844,106239800.0,132.54885864257812,0.016520299987818232
2021-02-02,136.30999755859375,134.61000061035156,135.72999572753906,134.99000549316406,83305400.0,133.38876342773438,0.006336567464689136
2021-02-03,135.77000427246094,133.61000061035156,135.75999450683594,133.94000244140625,89880900.0,132.35122680664062,-0.007778291022660588
2021-02-04,137.39999389648438,134.58999633789062,136.3000030517578,137.38999938964844,84183100.0,135.76025390625,0.025757427277873335
2021-02-05,137.4199981689453,135.86000061035156,137.35000610351562,136.75999450683594,75693800.0,135.33969116210938,-0.0030978341012167787
2021-02-08,136.9600067138672,134.9199981689453,136.02999877929688,136.91000366210938,71297200.0,135.48814392089844,0.0010968900365764256
2021-02-09,137.8800048828125,135.85000610351562,136.6199951171875,136.00999450683594,76774200.0,134.5974884033203,-0.006573678639350988
2021-02-10,136.99000549316406,134.39999389648438,136.47999572753906,135.38999938964844,73046600.0,133.98390197753906,-0.004558676636986281
2021-02-11,136.38999938964844,133.77000427246094,135.89999389648438,135.1300048828125,64280000.0,133.7266082763672,-0.0019203329457818663
2021-02-12,135.52999877929688,133.69000244140625,134.35000610351562,135.3699951171875,60145100.0,133.96412658691406,0.0017761484689420293
2021-02-16,136.00999450683594,132.7899932861328,135.49000549316406,133.19000244140625,80576300.0,131.80677795410156,-0.016103927878131197
2021-02-17,132.22000122070312,129.47000122070312,131.25,130.83999633789062,97918500.0,129.48117065429688,-0.017644064561038952
2021-02-18,130.0,127.41000366210938,129.1999969482422,129.7100067138672,96856700.0,128.3629150390625,-0.008636434236604318
2021-02-19,130.7100067138672,128.8000030517578,130.24000549316406,129.8699951171875,87668800.0,128.521240234375,0.0012334185092659489
2021-02-22,129.72000122070312,125.5999984741211,128.00999450683594,126.0,103916400.0,124.69144439697266,-0.02979893308233117
2021-02-23,126.70999908447266,118.38999938964844,123.76000213623047,125.86000061035156,158273000.0,124.55290985107422,-0.001111018855932011
2021-02-24,125.55999755859375,122.2300033569336,124.94000244140625,125.3499984741211,111039900.0,124.04820251464844,-0.004052152109727869
2021-02-25,126.45999908447266,120.54000091552734,124.68000030517578,120.98999786376953,148199500.0,119.73346710205078,-0.03478273223739892
2021-02-26,124.8499984741211,121.19999694824219,122.58999633789062,121.26000213623047,164560400.0,120.00067901611328,0.0022317228468358152
2021-03-01,127.93000030517578,122.79000091552734,123.75,127.79000091552734,116307900.0,126.46283721923828,0.05385101364515843
2021-03-02,128.72000122070312,125.01000213623047,128.41000366210938,125.12000274658203,102260900.0,123.8205795288086,-0.020893550615577405
2021-03-03,125.70999908447266,121.83999633789062,124.80999755859375,122.05999755859375,112966300.0,120.79235076904297,-0.02445658687182173
2021-03-04,123.5999984741211,118.62000274658203,121.75,120.12999725341797,178155000.0,118.88239288330078,-0.015811910883281488
2021-03-05,121.94000244140625,117.56999969482422,120.9800033569336,121.41999816894531,153766600.0,120.15899658203125,0.010738374857441002
2021-03-08,121.0,116.20999908447266,120.93000030517578,116.36000061035156,154376600.0,115.15155792236328,-0.04167343937704615
2021-03-09,122.05999755859375,118.79000091552734,119.02999877929688,121.08999633789062,129525800.0,119.83243560791016,0.040649712170657715
2021-03-10,122.16999816894531,119.44999694824219,121.69000244140625,119.9800033569336,111943300.0,118.73397064208984,-0.009166674784233497
2021-03-11,123.20999908447266,121.26000213623047,122.54000091552734,121.95999908447266,103026500.0,120.69338989257812,0.016502600223778696
2021-03-12,121.16999816894531,119.16000366210938,120.4000015258789,121.02999877929688,88105100.0,119.7730712890625,-0.007625261038195608
2021-03-15,124.0,120.41999816894531,121.41000366210938,123.98999786376953,92403800.0,122.70231628417969,0.024456624211027345
2021-03-16,127.22000122070312,124.72000122070312,125.69999694824219,125.56999969482422,115227900.0,124.26589965820312,0.01274290022693747
2021-03-17,125.86000061035156,122.33999633789062,124.05000305175781,124.76000213623047,111932600.0,123.4643325805664,-0.006450418657422907
2021-03-18,123.18000030517578,120.31999969482422,122.87999725341797,120.52999877929688,121229700.0,119.27824401855469,-0.03390524594850175
2021-03-19,121.43000030517578,119.68000030517578,119.9000015258789,119.98999786376953,185549500.0,118.74385833740234,-0.004480160531783239
2021-03-22,123.87000274658203,120.26000213623047,120.33000183105469,123.38999938964844,111912300.0,122.10855102539062,0.028335719717206276
2021-03-23,124.23999786376953,122.13999938964844,123.33000183105469,122.54000091552734,95467100.0,121.26737213134766,-0.006888779589793503
2021-03-24,122.9000015258789,120.06999969482422,122.81999969482422,120.08999633789062,88530500.0,118.84281158447266,-0.01999351106783198
2021-03-25,121.66000366210938,119.0,119.54000091552734,120.58999633789062,98844700.0,119.33761596679688,0.004163519658675563
2021-03-26,121.4800033569336,118.91999816894531,120.3499984741211,121.20999908447266,94071200.0,119.95120239257812,0.005141601169173393
2021-03-29,122.58000183105469,120.7300033569336,121.6500015258789,121.38999938964844,80819200.0,120.12931060791016,0.0014848389326611589
2021-03-30,120.4000015258789,118.86000061035156,120.11000061035156,119.9000015258789,85671900.0,118.65479278564453,-0.012274421744400965
2021-03-31,123.5199966430664,121.1500015258789,121.6500015258789,122.1500015258789,118323800.0,120.88143157958984,0.018765687770976536
2021-04-01,124.18000030517578,122.48999786376953,123.66000366210938,123.0,75089100.0,121.72259521484375,0.006958584327321438
